Date,Index,Price
2019-06-07,1939,8043.951172
2019-06-10,1940,8000.32959
2019-06-11,1941,7927.714355
2019-06-12,1942,8145.857422
2019-06-13,1943,8230.923828
2019-06-14,1944,8693.833008
2019-06-17,1945,9320.352539
2019-06-18,1946,9081.762695
2019-06-19,1947,9273.521484
2019-06-20,1948,9527.160156
2019-06-21,1949,10144.556641
2019-06-24,1950,11011.102539
2019-06-25,1951,11790.916992
2019-06-26,1952,13016.231445
2019-06-27,1953,11182.806641
2019-06-28,1954,12407.332031
2019-07-01,1955,10583.134766
2019-07-02,1956,10801.677734
2019-07-03,1957,11961.269531
2019-07-04,1958,11215.4375
2019-07-05,1959,10978.459961
2019-07-08,1960,12285.958008
2019-07-09,1961,12573.8125
2019-07-10,1962,12156.512695
2019-07-11,1963,11358.662109
2019-07-12,1964,11815.986328
2019-07-15,1965,10895.089844
2019-07-16,1966,9477.641602
2019-07-17,1967,9693.802734
2019-07-18,1968,10666.482422
2019-07-19,1969,10530.732422
2019-07-22,1970,10343.106445
2019-07-23,1971,9900.767578
2019-07-24,1972,9811.925781
2019-07-25,1973,9911.841797
2019-07-26,1974,9870.303711
2019-07-29,1975,9519.145508
2019-07-30,1976,9607.423828
2019-07-31,1977,10085.62793
2019-08-01,1978,10399.668945
2019-08-02,1979,10518.174805
2019-08-05,1980,11805.65332
2019-08-06,1981,11478.168945
2019-08-07,1982,11941.96875
2019-08-08,1983,11966.407227
2019-08-09,1984,11862.936523
2019-08-12,1985,11382.616211
2019-08-13,1986,10895.830078
2019-08-14,1987,10051.704102
2019-08-15,1988,10311.545898
2019-08-16,1989,10374.338867
2019-08-19,1990,10916.053711
2019-08-20,1991,10763.232422
2019-08-21,1992,10138.049805
2019-08-22,1993,10131.055664
2019-08-23,1994,10407.964844
2019-08-26,1995,10370.820313
2019-08-27,1996,10185.5
2019-08-28,1997,9754.422852
2019-08-29,1998,9510.200195
2019-08-30,1999,9598.173828
2019-09-02,2000,10346.760742
2019-09-03,2001,10623.540039
2019-09-04,2002,10594.493164
2019-09-05,2003,10575.533203
2019-09-06,2004,10353.302734
2019-09-09,2005,10334.974609
2019-09-10,2006,10115.975586
2019-09-11,2007,10178.37207
2019-09-12,2008,10410.126953
2019-09-13,2009,10360.546875
2019-09-16,2010,10276.793945
2019-09-17,2011,10241.272461
2019-09-18,2012,10198.248047
2019-09-19,2013,10266.415039
2019-09-20,2014,10181.641602
2019-09-23,2015,9729.324219
2019-09-24,2016,8620.566406
2019-09-25,2017,8486.993164
2019-09-26,2018,8118.967773
2019-09-27,2019,8251.845703
2019-09-30,2020,8293.868164
2019-10-01,2021,8343.276367
2019-10-02,2022,8393.041992
2019-10-03,2023,8259.992188
2019-10-04,2024,8205.939453
2019-10-07,2025,8245.623047
2019-10-08,2026,8228.783203
2019-10-09,2027,8595.740234
2019-10-10,2028,8586.473633
2019-10-11,2029,8321.756836
2019-10-14,2030,8374.686523
2019-10-15,2031,8205.369141
2019-10-16,2032,8047.526855
2019-10-17,2033,8103.911133
2019-10-18,2034,7973.20752
2019-10-21,2035,8243.720703
2019-10-22,2036,8078.203125
2019-10-23,2037,7514.671875
2019-10-24,2038,7493.48877
2019-10-25,2039,8660.700195
2019-10-28,2040,9256.148438
2019-10-29,2041,9427.6875
2019-10-30,2042,9205.726563
2019-10-31,2043,9199.584961
2019-11-01,2044,9261.104492
2019-11-04,2045,9412.612305
2019-11-05,2046,9342.527344
2019-11-06,2047,9360.879883
2019-11-07,2048,9267.561523
2019-11-08,2049,8804.880859
2019-11-11,2050,8757.788086
2019-11-12,2051,8815.662109
2019-11-13,2052,8808.262695
2019-11-14,2053,8708.094727
2019-11-15,2054,8491.992188
2019-11-18,2055,8309.286133
2019-11-19,2056,8206.145508
2019-11-20,2057,8027.268066
2019-11-21,2058,7642.75
2019-11-22,2059,7296.577637
2019-11-25,2060,7146.133789
2019-11-26,2061,7218.371094
2019-11-27,2062,7531.663574
2019-11-28,2063,7463.105957
2019-11-29,2064,7761.243652
2019-12-02,2065,7321.988281
2019-12-03,2066,7320.145508
2019-12-04,2067,7252.034668
2019-12-05,2068,7448.307617
2019-12-06,2069,7546.996582
2019-12-09,2070,7400.899414
2019-12-10,2071,7278.119629
2019-12-11,2072,7217.427246
2019-12-12,2073,7243.134277
2019-12-13,2074,7269.68457
2019-12-16,2075,6932.480469
2019-12-17,2076,6640.515137
2019-12-18,2077,7276.802734
2019-12-19,2078,7202.844238
2019-12-20,2079,7218.816406
2019-12-23,2080,7355.628418
2019-12-24,2081,7322.532227
2019-12-25,2082,7275.155762
2019-12-26,2083,7238.966797
2019-12-27,2084,7290.088379
2019-12-30,2085,7292.995117
2019-12-31,2086,7193.599121
2020-01-01,2087,7200.174316
2020-01-02,2088,6985.470215
2020-01-03,2089,7344.884277
2020-01-06,2090,7769.219238
2020-01-07,2091,8163.692383
2020-01-08,2092,8079.862793
2020-01-09,2093,7879.071289
2020-01-10,2094,8166.554199
2020-01-13,2095,8144.194336
2020-01-14,2096,8827.764648
2020-01-15,2097,8807.010742
2020-01-16,2098,8723.786133
2020-01-17,2099,8929.038086
2020-01-20,2100,8657.642578
2020-01-21,2101,8745.894531
2020-01-22,2102,8680.875977
2020-01-23,2103,8406.515625
2020-01-24,2104,8445.43457
2020-01-27,2105,8909.819336
2020-01-28,2106,9358.589844
2020-01-29,2107,9316.629883
2020-01-30,2108,9508.993164
2020-01-31,2109,9350.529297
2020-02-03,2110,9293.521484
2020-02-04,2111,9180.962891
2020-02-05,2112,9613.423828
2020-02-06,2113,9729.801758
2020-02-07,2114,9795.943359
2020-02-10,2115,9856.611328
2020-02-11,2116,10208.236328
2020-02-12,2117,10326.054688
2020-02-13,2118,10214.379883
2020-02-14,2119,10312.116211
2020-02-17,2120,9690.142578
2020-02-18,2121,10141.996094
2020-02-19,2122,9633.386719
2020-02-20,2123,9608.475586
2020-02-21,2124,9686.441406
2020-02-24,2125,9650.174805
2020-02-25,2126,9341.705078
2020-02-26,2127,8820.522461
2020-02-27,2128,8784.494141
2020-02-28,2129,8672.455078
2020-03-02,2130,8869.669922
2020-03-03,2131,8787.786133
2020-03-04,2132,8755.246094
2020-03-05,2133,9078.762695
2020-03-06,2134,9122.545898
2020-03-09,2135,7923.644531
2020-03-10,2136,7909.729492
2020-03-11,2137,7911.430176
2020-03-12,2138,4970.788086
2020-03-13,2139,5563.707031
2020-03-16,2140,5014.47998
2020-03-17,2141,5225.629395
2020-03-18,2142,5238.438477
2020-03-19,2143,6191.192871
2020-03-20,2144,6198.77832
2020-03-23,2145,6416.314941
2020-03-24,2146,6734.803711
2020-03-25,2147,6681.062988
2020-03-26,2148,6716.44043
2020-03-27,2149,6469.79834
2020-03-30,2150,6429.841797
2020-03-31,2151,6438.644531
2020-04-01,2152,6606.776367
2020-04-02,2153,6793.624512
2020-04-03,2154,6733.387207
2020-04-06,2155,7271.78125
2020-04-07,2156,7176.414551
2020-04-08,2157,7334.098633
2020-04-09,2158,7302.089355
2020-04-10,2159,6865.493164
2020-04-13,2160,6845.037598
2020-04-14,2161,6842.427734
2020-04-15,2162,6642.109863
2020-04-16,2163,7116.804199
2020-04-17,2164,7096.18457
2020-04-20,2165,6881.958496
2020-04-21,2166,6880.323242
2020-04-22,2167,7117.20752
2020-04-23,2168,7429.724609
2020-04-24,2169,7550.900879
2020-04-27,2170,7795.601074
2020-04-28,2171,7807.058594
2020-04-29,2172,8801.038086
2020-04-30,2173,8658.553711
2020-05-01,2174,8864.766602
2020-05-04,2175,8912.654297
2020-05-05,2176,9003.070313
2020-05-06,2177,9268.761719
2020-05-07,2178,9951.518555
2020-05-08,2179,9842.666016
2020-05-11,2180,8601.795898
2020-05-12,2181,8804.477539
2020-05-13,2182,9269.987305
2020-05-14,2183,9733.72168
2020-05-15,2184,9328.197266
2020-05-18,2185,9726.575195
2020-05-19,2186,9729.038086
2020-05-20,2187,9522.981445
2020-05-21,2188,9081.761719
2020-05-22,2189,9182.577148
2020-05-25,2190,8906.93457
2020-05-26,2191,8835.052734
2020-05-27,2192,9181.017578
2020-05-28,2193,9525.750977
2020-05-29,2194,9439.124023
2020-06-01,2195,10167.268555
2020-06-02,2196,9529.803711
2020-06-03,2197,9656.717773
2020-06-04,2198,9800.636719
2020-06-05,2199,9665.533203
2020-06-08,2200,9771.489258
2020-06-09,2201,9795.700195
2020-06-10,2202,9870.094727
2020-06-11,2203,9321.78125
2020-06-12,2204,9480.84375
2020-06-15,2205,9450.702148
2020-06-16,2206,9538.024414
2020-06-17,2207,9480.254883
2020-06-18,2208,9411.84082
2020-06-19,2209,9288.018555
2020-06-22,2210,9648.717773
2020-06-23,2211,9629.658203
2020-06-24,2212,9313.610352
2020-06-25,2213,9264.813477
2020-06-26,2214,9162.917969
2020-06-29,2215,9190.854492
2020-06-30,2216,9137.993164
2020-07-01,2217,9228.325195
2020-07-02,2218,9123.410156
2020-07-03,2219,9087.303711
2020-07-06,2220,9375.474609
2020-07-07,2221,9252.277344
2020-07-08,2222,9428.333008
2020-07-09,2223,9277.967773
2020-07-10,2224,9278.807617
2020-07-13,2225,9243.614258
2020-07-14,2226,9243.213867
2020-07-15,2227,9192.836914
2020-07-16,2228,9132.227539
2020-07-17,2229,9151.392578
2020-07-20,2230,9164.231445
2020-07-21,2231,9374.887695
2020-07-22,2232,9525.363281
2020-07-23,2233,9581.072266
2020-07-24,2234,9536.892578
2020-07-27,2235,10990.873047
2020-07-28,2236,10912.823242
2020-07-29,2237,11100.467773
2020-07-30,2238,11111.213867
2020-07-31,2239,11323.466797
2020-08-03,2240,11246.348633
2020-08-04,2241,11205.892578
2020-08-05,2242,11747.022461
2020-08-06,2243,11779.773438
2020-08-07,2244,11601.472656
2020-08-10,2245,11878.111328
2020-08-11,2246,11410.525391
2020-08-12,2247,11584.93457
2020-08-13,2248,11784.137695
2020-08-14,2249,11768.871094
2020-08-17,2250,12254.402344
2020-08-18,2251,11991.233398
2020-08-19,2252,11758.283203
2020-08-20,2253,11878.37207
2020-08-21,2254,11592.489258
2020-08-24,2255,11774.595703
2020-08-25,2256,11366.134766
2020-08-26,2257,11488.363281
2020-08-27,2258,11323.397461
2020-08-28,2259,11542.5
2020-08-31,2260,11680.820313
2020-09-01,2261,11970.478516
2020-09-02,2262,11414.03418
2020-09-03,2263,10245.296875
2020-09-04,2264,10511.813477
2020-09-07,2265,10369.563477
2020-09-08,2266,10131.516602
2020-09-09,2267,10242.347656
2020-09-10,2268,10363.138672
2020-09-11,2269,10400.915039
2020-09-14,2270,10680.837891
2020-09-15,2271,10796.951172
2020-09-16,2272,10974.905273
2020-09-17,2273,10948.990234
2020-09-18,2274,10944.585938
2020-09-21,2275,10462.259766
2020-09-22,2276,10538.459961
2020-09-23,2277,10246.186523
2020-09-24,2278,10760.066406
2020-09-25,2279,10692.716797
2020-09-28,2280,10709.652344
2020-09-29,2281,10844.640625
2020-09-30,2282,10784.491211
2020-10-01,2283,10619.452148
2020-10-02,2284,10575.974609
2020-10-05,2285,10793.339844
2020-10-06,2286,10604.40625
2020-10-07,2287,10668.96875
2020-10-08,2288,10915.685547
2020-10-09,2289,11064.458008
2020-10-12,2290,11555.363281
2020-10-13,2291,11425.899414
2020-10-14,2292,11429.506836
2020-10-15,2293,11495.349609
2020-10-16,2294,11322.123047
2020-10-19,2295,11742.037109
2020-10-20,2296,11916.334961
2020-10-21,2297,12823.689453
2020-10-22,2298,12965.891602
2020-10-23,2299,12931.539063
2020-10-26,2300,13075.248047
2020-10-27,2301,13654.21875
2020-10-28,2302,13271.285156
2020-10-29,2303,13437.882813
2020-10-30,2304,13546.522461
2020-11-02,2305,13550.489258
2020-11-03,2306,13950.300781
2020-11-04,2307,14133.707031
2020-11-05,2308,15579.848633
2020-11-06,2309,15565.880859
2020-11-09,2310,15332.31543
2020-11-10,2311,15290.902344
2020-11-11,2312,15701.339844
2020-11-12,2313,16276.34375
2020-11-13,2314,16317.808594
2020-11-16,2315,16716.111328
2020-11-17,2316,17645.40625
2020-11-18,2317,17804.005859
2020-11-19,2318,17817.089844
2020-11-20,2319,18621.314453
2020-11-23,2320,18364.121094
2020-11-24,2321,19107.464844
2020-11-25,2322,18732.121094
2020-11-26,2323,17150.623047
2020-11-27,2324,17108.402344
2020-11-30,2325,19625.835938
2020-12-01,2326,18802.998047
2020-12-02,2327,19201.091797
2020-12-03,2328,19445.398438
2020-12-04,2329,18699.765625
2020-12-07,2330,19191.630859
2020-12-08,2331,18321.144531
2020-12-09,2332,18553.916016
2020-12-10,2333,18264.992188
2020-12-11,2334,18058.904297
2020-12-14,2335,19246.644531
2020-12-15,2336,19417.076172
2020-12-16,2337,21310.597656
2020-12-17,2338,22805.162109
2020-12-18,2339,23137.960938
2020-12-21,2340,22803.082031
2020-12-22,2341,23783.029297
2020-12-23,2342,23241.345703
2020-12-24,2343,23735.949219
2020-12-25,2344,24664.791016
2020-12-28,2345,27084.808594
2020-12-29,2346,27362.4375
2020-12-30,2347,28840.953125
2020-12-31,2348,29001.720703
2021-01-01,2349,29374.152344
2021-01-04,2350,31971.914063
2021-01-05,2351,33992.429688
2021-01-06,2352,36824.363281
2021-01-07,2353,39371.042969
2021-01-08,2354,40797.609375
2021-01-11,2355,35566.65625
2021-01-12,2356,33922.960938
2021-01-13,2357,37316.359375
2021-01-14,2358,39187.328125
2021-01-15,2359,36825.367188
2021-01-18,2360,36630.074219
2021-01-19,2361,36069.804688
2021-01-20,2362,35547.75
2021-01-21,2363,30825.699219
2021-01-22,2364,33005.761719
2021-01-25,2365,32366.392578
2021-01-26,2366,32569.849609
2021-01-27,2367,30432.546875
2021-01-28,2368,33466.097656
2021-01-29,2369,34316.386719
2021-02-01,2370,33537.175781
2021-02-02,2371,35510.289063
2021-02-03,2372,37472.089844
2021-02-04,2373,36926.066406
2021-02-05,2374,38144.308594
2021-02-08,2375,46196.464844
2021-02-09,2376,46481.105469
2021-02-10,2377,44918.183594
2021-02-11,2378,47909.332031
2021-02-12,2379,47504.851563
2021-02-15,2380,47945.058594
2021-02-16,2381,49199.871094
2021-02-17,2382,52149.007813
2021-02-18,2383,51679.796875
2021-02-19,2384,55888.132813
2021-02-22,2385,54207.320313
2021-02-23,2386,48824.425781
2021-02-24,2387,49705.332031
2021-02-25,2388,47093.851563
2021-02-26,2389,46339.761719
2021-03-01,2390,49631.242188
2021-03-02,2391,48378.988281
2021-03-03,2392,50538.242188
2021-03-04,2393,48561.167969
2021-03-05,2394,48927.304688
2021-03-08,2395,52246.523438
2021-03-09,2396,54824.117188
2021-03-10,2397,56008.550781
2021-03-11,2398,57805.121094
2021-03-12,2399,57332.089844
2021-03-15,2400,55907.199219
2021-03-16,2401,56804.902344
2021-03-17,2402,58870.894531
2021-03-18,2403,57858.921875
2021-03-19,2404,58346.652344
2021-03-22,2405,54529.144531
2021-03-23,2406,54738.945313
2021-03-24,2407,52774.265625
2021-03-25,2408,51704.160156
2021-03-26,2409,55137.3125
2021-03-29,2410,57750.199219
2021-03-30,2411,58917.691406
2021-03-31,2412,58918.832031
2021-04-01,2413,59095.808594
2021-04-02,2414,59384.3125
2021-04-05,2415,59057.878906
2021-04-06,2416,58192.359375
2021-04-07,2417,56048.9375
2021-04-08,2418,58323.953125
2021-04-09,2419,58245.003906
2021-04-12,2420,59893.453125
2021-04-13,2421,63503.457031
2021-04-14,2422,63109.695313
2021-04-15,2423,63314.011719
2021-04-16,2424,61572.789063
2021-04-19,2425,55724.265625
2021-04-20,2426,56473.03125
2021-04-21,2427,53906.089844
2021-04-22,2428,51762.273438
2021-04-23,2429,51093.652344
2021-04-26,2430,54021.753906
2021-04-27,2431,55033.117188
2021-04-28,2432,54824.703125
2021-04-29,2433,53555.109375
2021-04-30,2434,57750.175781
2021-05-03,2435,57200.292969
2021-05-04,2436,53333.539063
2021-05-05,2437,57424.007813
2021-05-06,2438,56396.515625
2021-05-07,2439,57356.402344
2021-05-10,2440,55859.796875
2021-05-11,2441,56704.574219
2021-05-12,2442,49150.535156
2021-05-13,2443,49716.191406
2021-05-14,2444,49880.535156
2021-05-17,2445,43537.511719
2021-05-18,2446,42909.402344
2021-05-19,2447,37002.441406
2021-05-20,2448,40782.738281
2021-05-21,2449,37304.691406
2021-05-24,2450,38705.980469
2021-05-25,2451,38402.222656
2021-05-26,2452,39294.199219
2021-05-27,2453,38436.96875
2021-05-28,2454,35697.605469
2021-05-31,2455,37332.855469
2021-06-01,2456,36684.925781
2021-06-02,2457,37575.179688
2021-06-03,2458,39208.765625
2021-06-04,2459,36894.40625
2021-06-07,2460,33560.707031
2021-06-08,2461,33472.632813
2021-06-09,2462,37345.121094
2021-06-10,2463,36702.597656
2021-06-11,2464,37334.398438
2021-06-14,2465,40218.476563
2021-06-15,2466,40406.269531
2021-06-16,2467,38347.0625
2021-06-17,2468,38053.503906
2021-06-18,2469,35787.246094
2021-06-21,2470,31676.693359
2021-06-22,2471,32505.660156
2021-06-23,2472,33723.027344
2021-06-24,2473,34662.4375
2021-06-25,2474,31637.779297
2021-06-28,2475,34434.335938
2021-06-29,2476,35867.777344
2021-06-30,2477,35040.835938
2021-07-01,2478,33572.117188
2021-07-02,2479,33897.046875
2021-07-05,2480,33746.003906
2021-07-06,2481,34235.195313
2021-07-07,2482,33855.328125
2021-07-08,2483,32877.371094
2021-07-09,2484,33798.011719
2021-07-12,2485,33155.847656
2021-07-13,2486,32702.025391
2021-07-14,2487,32822.347656
2021-07-15,2488,31780.730469
2021-07-16,2489,31421.539063
2021-07-19,2490,30817.832031
2021-07-20,2491,29807.347656
2021-07-21,2492,32110.693359
2021-07-22,2493,32313.105469
2021-07-23,2494,33581.550781
2021-07-26,2495,37337.535156
2021-07-27,2496,39406.941406
2021-07-28,2497,39995.90625
2021-07-29,2498,40008.421875
2021-07-30,2499,42235.546875
2021-08-02,2500,39201.945313
2021-08-03,2501,38152.980469
2021-08-04,2502,39747.503906
2021-08-05,2503,40869.554688
2021-08-06,2504,42816.5
2021-08-09,2505,46365.402344
2021-08-10,2506,45585.03125
2021-08-11,2507,45593.636719
2021-08-12,2508,44428.289063
2021-08-13,2509,47793.320313
2021-08-16,2510,46004.484375
2021-08-17,2511,44695.359375
2021-08-18,2512,44801.1875
2021-08-19,2513,46717.578125
2021-08-20,2514,49339.175781
2021-08-23,2515,49546.148438
2021-08-24,2516,47706.117188
2021-08-25,2517,48960.789063
2021-08-26,2518,46942.21875
2021-08-27,2519,49058.667969
2021-08-30,2520,47054.984375
2021-08-31,2521,47166.6875
2021-09-01,2522,48847.027344
2021-09-02,2523,49327.722656
2021-09-03,2524,50025.375
2021-09-06,2525,52633.535156
2021-09-07,2526,46811.128906
2021-09-08,2527,46091.390625
2021-09-09,2528,46391.421875
2021-09-10,2529,44883.910156
2021-09-13,2530,44963.074219
2021-09-14,2531,47092.492188
2021-09-15,2532,48176.347656
2021-09-16,2533,47783.359375
2021-09-17,2534,47267.519531
2021-09-20,2535,42843.800781
2021-09-21,2536,40693.675781
2021-09-22,2537,43574.507813
2021-09-23,2538,44895.097656
2021-09-24,2539,42839.75
2021-09-27,2540,42235.730469
2021-09-28,2541,41034.542969
2021-09-29,2542,41564.363281
2021-09-30,2543,43790.894531
2021-10-01,2544,48116.941406
2021-10-04,2545,49112.902344
2021-10-05,2546,51514.8125
2021-10-06,2547,55361.449219
2021-10-07,2548,53805.984375
2021-10-08,2549,53967.847656
2021-10-11,2550,57484.789063
2021-10-12,2551,56041.058594
2021-10-13,2552,57401.097656
2021-10-14,2553,57321.523438
2021-10-15,2554,61593.949219
2021-10-18,2555,62026.078125
2021-10-19,2556,64261.992188
2021-10-20,2557,65992.835938
2021-10-21,2558,62210.171875
2021-10-22,2559,60692.265625
2021-10-25,2560,63039.824219
2021-10-26,2561,60363.792969
2021-10-27,2562,58482.386719
2021-10-28,2563,60622.136719
2021-10-29,2564,62227.964844
2021-11-01,2565,61004.40625
2021-11-02,2566,63226.402344
2021-11-03,2567,62970.046875
2021-11-04,2568,61452.230469
2021-11-05,2569,61125.675781
2021-11-08,2570,67566.828125
2021-11-09,2571,66971.828125
2021-11-10,2572,64995.230469
2021-11-11,2573,64949.960938
2021-11-12,2574,64155.941406
2021-11-15,2575,63557.871094
2021-11-16,2576,60161.246094
2021-11-17,2577,60368.011719
2021-11-18,2578,56942.136719
2021-11-19,2579,58119.578125
2021-11-22,2580,56289.289063
2021-11-23,2581,57569.074219
2021-11-24,2582,56280.425781
2021-11-25,2583,57274.679688
2021-11-26,2584,53569.765625
2021-11-29,2585,57806.566406
2021-11-30,2586,57005.425781
2021-12-01,2587,57229.828125
2021-12-02,2588,56477.816406
2021-12-03,2589,53598.246094
2021-12-06,2590,50582.625
2021-12-07,2591,50700.085938
2021-12-08,2592,50504.796875
2021-12-09,2593,47672.121094
2021-12-10,2594,47243.304688
2021-12-13,2595,46737.480469
2021-12-14,2596,46612.632813
2021-12-15,2597,48896.722656
2021-12-16,2598,47665.425781
2021-12-17,2599,46202.144531
2021-12-20,2600,46880.277344
2021-12-21,2601,48936.613281
2021-12-22,2602,48628.511719
2021-12-23,2603,50784.539063
2021-12-24,2604,50822.195313
2021-12-27,2605,50640.417969
2021-12-28,2606,47588.855469
2021-12-29,2607,46444.710938
2021-12-30,2608,47178.125
2021-12-31,2609,46306.445313
2022-01-03,2610,46458.117188
2022-01-04,2611,45897.574219
2022-01-05,2612,43569.003906
2022-01-06,2613,43160.929688
2022-01-07,2614,41557.902344
2022-01-10,2615,41821.261719
2022-01-11,2616,42735.855469
2022-01-12,2617,43949.101563
2022-01-13,2618,42591.570313
2022-01-14,2619,43099.699219
2022-01-17,2620,42250.550781
2022-01-18,2621,42375.632813
2022-01-19,2622,41744.328125
2022-01-20,2623,40680.417969
2022-01-21,2624,36457.316406
2022-01-24,2625,36654.328125
2022-01-25,2626,36954.003906
2022-01-26,2627,36852.121094
2022-01-27,2628,37138.234375
2022-01-28,2629,37784.332031
2022-01-31,2630,38483.125
2022-02-01,2631,38743.273438
2022-02-02,2632,36952.984375
2022-02-03,2633,37154.601563
2022-02-04,2634,41500.875
2022-02-07,2635,43840.285156
2022-02-08,2636,44118.445313
2022-02-09,2637,44338.796875
2022-02-10,2638,43565.113281
2022-02-11,2639,42407.9375
2022-02-14,2640,42586.917969
2022-02-15,2641,44575.203125
2022-02-16,2642,43961.859375
2022-02-17,2643,40538.011719
2022-02-18,2644,40030.976563
2022-02-21,2645,37075.28125
2022-02-22,2646,38286.027344
2022-02-23,2647,37296.570313
2022-02-24,2648,38332.609375
2022-02-25,2649,39214.21875
2022-02-28,2650,43193.234375
2022-03-01,2651,44354.636719
2022-03-02,2652,43924.117188
2022-03-03,2653,42451.789063
2022-03-04,2654,39137.605469
2022-03-07,2655,38062.039063
2022-03-08,2656,38737.269531
2022-03-09,2657,41982.925781
2022-03-10,2658,39437.460938
2022-03-11,2659,38794.972656
2022-03-14,2660,39666.753906
2022-03-15,2661,39338.785156
2022-03-16,2662,41143.929688
2022-03-17,2663,40951.378906
2022-03-18,2664,41801.15625
2022-03-21,2665,41077.996094
2022-03-22,2666,42358.808594
2022-03-23,2667,42892.957031
2022-03-24,2668,43960.933594
2022-03-25,2669,44348.730469
2022-03-28,2670,47128.003906
2022-03-29,2671,47465.730469
2022-03-30,2672,47062.664063
2022-03-31,2673,45538.675781
2022-04-01,2674,46281.644531
2022-04-04,2675,46622.675781
2022-04-05,2676,45555.992188
2022-04-06,2677,43206.738281
2022-04-07,2678,43503.847656
2022-04-08,2679,42287.664063
2022-04-11,2680,39521.902344
2022-04-12,2681,40127.183594
2022-04-13,2682,41166.730469
2022-04-14,2683,39935.515625
2022-04-15,2684,40553.464844
2022-04-18,2685,40826.214844
2022-04-19,2686,41502.75
2022-04-20,2687,41374.378906
2022-04-21,2688,40527.363281
2022-04-22,2689,39740.320313
2022-04-25,2690,40458.308594
2022-04-26,2691,38117.460938
2022-04-27,2692,39241.121094
2022-04-28,2693,39773.828125
2022-04-29,2694,38609.824219
2022-05-02,2695,38529.328125
2022-05-03,2696,37750.453125
2022-05-04,2697,39698.371094
2022-05-05,2698,36575.140625
2022-05-06,2699,36040.921875
2022-05-09,2700,30296.953125
2022-05-10,2701,31022.90625
2022-05-11,2702,28936.355469
2022-05-12,2703,29047.751953
2022-05-13,2704,29283.103516
2022-05-16,2705,29862.917969
2022-05-17,2706,30425.857422
2022-05-18,2707,28720.271484
2022-05-19,2708,30314.333984
2022-05-20,2709,29200.740234
2022-05-23,2710,29098.910156
2022-05-24,2711,29655.585938
2022-05-25,2712,29562.361328
2022-05-26,2713,29267.224609
2022-05-27,2714,28627.574219
2022-05-30,2715,31726.390625
2022-05-31,2716,31792.310547
2022-06-01,2717,29799.080078
2022-06-02,2718,30467.488281
2022-06-03,2719,29704.390625
2022-06-06,2720,31370.671875
2022-06-07,2721,31155.478516
2022-06-08,2722,30214.355469
2022-06-09,2723,30111.998047
2022-06-10,2724,29083.804688
2022-06-13,2725,22487.388672
2022-06-14,2726,22206.792969
2022-06-15,2727,22572.839844
2022-06-16,2728,20381.650391
2022-06-17,2729,20471.482422
2022-06-20,2730,20599.537109
2022-06-21,2731,20710.597656
2022-06-22,2732,19987.029297
2022-06-23,2733,21085.876953
2022-06-24,2734,21231.65625
2022-06-27,2735,20735.478516
2022-06-28,2736,20280.634766
2022-06-29,2737,20104.023438
2022-06-30,2738,19784.726563
2022-07-01,2739,19269.367188
2022-07-04,2740,20231.261719
2022-07-05,2741,20190.115234
2022-07-06,2742,20548.246094
2022-07-07,2743,21637.587891
2022-07-08,2744,21731.117188
2022-07-11,2745,19970.556641
2022-07-12,2746,19323.914063
2022-07-13,2747,20212.074219
2022-07-14,2748,20569.919922
2022-07-15,2749,20836.328125
2022-07-18,2750,22485.689453
2022-07-19,2751,23389.433594
2022-07-20,2752,23231.732422
2022-07-21,2753,23164.628906
2022-07-22,2754,22714.978516
2022-07-25,2755,21361.701172
2022-07-26,2756,21239.753906
2022-07-27,2757,22930.548828
2022-07-28,2758,23843.886719
2022-07-29,2759,23804.632813
2022-08-01,2760,23314.199219
2022-08-02,2761,22978.117188
2022-08-03,2762,22846.507813
2022-08-04,2763,22630.957031
2022-08-05,2764,23289.314453
2022-08-08,2765,23809.486328
2022-08-09,2766,23164.318359
2022-08-10,2767,23947.642578
2022-08-11,2768,23957.529297
2022-08-12,2769,24402.818359
2022-08-15,2770,24136.972656
2022-08-16,2771,23883.291016
2022-08-17,2772,23335.998047
2022-08-18,2773,23212.738281
2022-08-19,2774,20877.552734
2022-08-22,2775,21398.908203
2022-08-23,2776,21528.087891
2022-08-24,2777,21395.019531
2022-08-25,2778,21600.904297
2022-08-26,2779,20260.019531
2022-08-29,2780,20297.994141
2022-08-30,2781,19796.808594
2022-08-31,2782,20049.763672
2022-09-01,2783,20127.140625
2022-09-02,2784,19969.771484
2022-09-05,2785,19812.371094
2022-09-06,2786,18837.667969
2022-09-07,2787,19290.324219
2022-09-08,2788,19329.833984
2022-09-09,2789,21381.152344
2022-09-12,2790,22370.449219
2022-09-13,2791,20296.707031
2022-09-14,2792,20241.089844
2022-09-15,2793,19701.210938
2022-09-16,2794,19772.583984
2022-09-19,2795,19544.128906
2022-09-20,2796,18890.789063
2022-09-21,2797,18547.400391
2022-09-22,2798,19413.550781
2022-09-23,2799,19297.638672
2022-09-26,2800,19222.671875
2022-09-27,2801,19110.546875
2022-09-28,2802,19426.720703
2022-09-29,2803,19573.050781
2022-09-30,2804,19431.789063
2022-10-03,2805,19623.580078
2022-10-04,2806,20336.84375
2022-10-05,2807,20160.716797
2022-10-06,2808,19955.443359
2022-10-07,2809,19546.849609
2022-10-10,2810,19141.484375
2022-10-11,2811,19051.417969
2022-10-12,2812,19157.445313
2022-10-13,2813,19382.904297
